更新时间,#genre#
视频_8M1080_咪视通-16,http://61.160.112.102:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-17,http://61.160.112.102:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-18,http://61.160.112.102:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-19,http://61.160.112.102:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-20,http://61.160.112.102:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-21,http://61.160.112.102:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-22,http://61.160.112.102:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-23,http://61.160.112.102:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-24,http://61.160.112.102:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-25,http://61.160.112.102:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-26,http://61.160.112.102:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-27,http://61.160.112.102:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-28,http://61.160.112.102:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-29,http://61.160.112.102:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-30,http://61.160.112.102:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-31,http://61.160.112.102:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-32,http://61.160.112.102:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-33,http://61.160.112.102:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-34,http://61.160.112.102:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-35,http://61.160.112.102:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-36,http://61.160.112.102:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-37,http://61.160.112.102:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-38,http://61.160.112.102:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-39,http://61.160.112.102:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-40,http://61.160.112.102:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-41,http://61.160.112.102:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-43,http://61.160.112.102:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-44,http://61.160.112.102:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-45,http://61.160.112.102:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
视频_8M1080_湖南bblive-1,http://61.160.112.102:35455/itv/2000000003000000060.m3u8?cdn=hnbblive
视频_8M1080_湖南bblive-2,http://61.160.112.102:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
视频_8M1080_湖南bblive-3,http://61.160.112.102:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
视频_8M1080_湖南bblive-4,http://61.160.112.102:35455/itv/2000000003000000063.m3u8?cdn=hnbblive
视频_8M1080_湖南bblive-5,http://61.160.112.102:35455/itv/2000000003000000064.m3u8?cdn=hnbblive
视频_8M1080_湖南bblive-6,http://61.160.112.102:35455/itv/2000000003000000065.m3u8?cdn=hnbblive
视频_8M1080_易视腾-1,http://61.160.112.102:35455/itv/1000000006000270001.m3u8?cdn=ystenlive
视频_8M1080_易视腾-2,http://61.160.112.102:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
视频_8M1080_易视腾-3,http://61.160.112.102:35455/itv/1000000006000270003.m3u8?cdn=ystenlive
视频_8M1080_易视腾-4,http://61.160.112.102:35455/itv/1000000006000270004.m3u8?cdn=ystenlive
视频_8M1080_易视腾-5,http://61.160.112.102:35455/itv/1000000006000270005.m3u8?cdn=ystenlive
视频_8M1080_易视腾-6,http://61.160.112.102:35455/itv/1000000006000270006.m3u8?cdn=ystenlive
UK: Sky Sports News,http://nocable.cc:8080//OURTV/OURTV@4806/35241
UK: SKY SPORTS F1,http://nocable.cc:8080//OURTV/OURTV@4806/35244
UK: SKY SPORTS Football,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/1001373
UK: SKY SPORTS Golf,http://nocable.cc:8080//OURTV/OURTV@4806/35240
UK: SKY SPORTS Main Event,http://nocable.cc:8080//OURTV/OURTV@4806/137720
UK: SKY SPORTS Mix,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/1001376
UK: SKY SPORTS Premier League,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/1001378
UK: SKY SPORTS Racing,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/1001379
UK: SKY SPORTS Action/NFL,http://nocable.cc:8080//OURTV/OURTV@4806/53705
UK: SKY SPORTS Arena,http://nocable.cc:8080//OURTV/OURTV@4806/35238
UK: SKY SPORTS SciFI,http://nocable.cc:8080//OURTV/OURTV@4806/53663
UK: SKY SPORTS Cricket,http://nocable.cc:8080//OURTV/OURTV@4806/45940
UK: Sky Sports Main Event,http://vocotv.pro//revol/revol/276918
UK: : Sky Sports Football,http://vocotv.pro//revol/revol/276924
UK: Sky Sports Premier League,http://vocotv.pro//revol/revol/276906


🏈体育赛事,#genre#
24小时体育,http://159.75.85.63:36666/migu/654102378.m3u8?migutoken=0e1594227603da77e6a1b8d1cef1be8b61bd1c390b03d3393ff717d1e67f55864acc08cc7feefc17e8b90a18d356f4e8d69ce6ac846c09d9bc82f948ac4d3735cb28789b972353df9140fa1215
24小时体育,http://8.138.7.223/tv/migu2.php?id=87
24小时体育,http://8.138.7.223/tv/migu3.php?id=mg24hty
24小时体育,http://mg.hmysapp.cn:177/ckmg/zb.php?id=mg24hty
24小时体育,https://migu.188766.xyz/?migutoken=481ddf49b85e673edeb0d9a199d6b03d&id=%E5%92%AA%E5%92%9524%E5%B0%8F%E6%97%B6%E4%BD%93%E8%82%B2%E5%8F%B0&type=yy
24小时体育「回看」,https://tv-1.iill.top/migu/mgty
24小时轮播霞慕尼amp马德里攀岩世界杯,https://mursor.ottiptv.cc/bilibili/1809421678
7-26 17:00_林德4-1普卡 桥本帆乃香女单问鼎_林德4-1普卡 桥本帆乃香女单问鼎_1号桌,http://one.loiey.top:55488/migu/956347878.m3u8?migutoken=e3b0f8451bfb0cd143bb7d703c28850d15766551efae8b71a61b62de611907bdae9d5b11bbc608c96de683d96325660023ffc025aff729d4ab85115057acb8a7e2b08182dfec2e8bfc3536f2
7-26 18:00:00_F1比利时站_F1比利时大奖赛冲刺赛_刘耀,http://one.loiey.top:55488/txsport/100360:2100088/341719/1387709400.m3u8?txtoken=2535bac6618f8badd9792c623dc4267b3df7f6e83fd18e0d63e1f3045efad0023ec13f1fd5a9e6561db6be3e7921ad16a7a22c4fbc02ec2c10090c91db614087fd9945f382813728ece47078950d30367a688dcc0bb83274dcdc9648809a47cb186bf4abc7d565ada48bd762c17820a8ee0b2d51e54ae0b3340a02c777
7-26 18:00:00_F1比利时站_F1比利时大奖赛冲刺赛_圈速信息,http://one.loiey.top:55488/txsport/100360:2100088/341719/1387709500.m3u8?txtoken=cc78e4563acbff6d7acbfbeb65826271f62e1615c5fcb4df4ce47c45f9d965a116228e26205fb8a4b444581ff43dc7ff7bad7a81ee26076ea751a1e872e18d91bf2249f875d1dec7c468d598b50e607915701c40903bedac15bc81b57062c7575e2872051a0616a62b46921f9b5c153614a1ed9a50688cf7a1529295a8
7-26 18:00:00_F1比利时站_F1比利时大奖赛冲刺赛_维修区,http://one.loiey.top:55488/txsport/100360:2100088/341719/1772394100.m3u8?txtoken=69d48b2d176316a3410e2ed023cccf37aaa2f82257d67158d4f46b0a7e4e7483f4a179591ccce9caadf1179b9776b5943aa4a909c3d4923ce3d6e918e2f55517274d03d2907545b44ac861fe484b5659e4d219c0f08bb296504b08df3fbbdc565824a25cffb67af5f8e014ed69424d35cfa58102895420212fccdd2838
7-26 18:00:00_F1比利时站_F1比利时大奖赛冲刺赛_车手位置,http://one.loiey.top:55488/txsport/100360:2100088/341719/1772394000.m3u8?txtoken=9bc9b676d42d72ccc31ebce08762e01cb3183c47ac8642be9da4d6212337c50cf535e204ca32af92205a9eec8c2c6df63c0837b629e7a8fde9e11fee68c47e0cf84bfc766fd2a1de5eb023c5da7a96f31bea74aec4ee2150853e8d7b87b9fb3a268523625d4e55f58a5b29e5c043a2a631efcb3fc0ec3173e33a8b909a
7-26 18:00:00_F1比利时站_F1比利时大奖赛冲刺赛_车载镜头,http://one.loiey.top:55488/txsport/100360:2100088/341719/1772393900.m3u8?txtoken=29460f9c2dd80a65b08832771804963725c78544cf95048c7213dfddc7458af21d9c53da6931f247bdcdde188282b000f85058c161b7353fae40975b65b7c06fe6c9fc2cd6ece8a541c3aac0676d9a14531364221494e98888cdc639967cd9df8d182a44944355505cf1b3d60b535ca4966e0b8b5ccfcc6b613b25ee4a
7-26 18:00_中超联赛_成都蓉城 vs 北京国安_苏东 刘越,http://one.loiey.top:55488/migu/956561865.m3u8?migutoken=e37bd63af893d34d79d35fb6af4ddd2321160a47beb1c32e9092630b6a8334c0a9cb802f1067a58ab8baef07916836ccc9fef9882dc71b219c0abb16b68edafc10386760f7f7db2744807e01
7-26 18:00_中超联赛_成都蓉城 vs 北京国安_袁甲 杨晨 林梦鸽,http://one.loiey.top:55488/migu/956561904.m3u8?migutoken=65b38782d40316fca863ce8a26f7b426696c0c38e5298b5e570d5c556ef4b87fba502e7d880832d953010d3c64893e555f8395590104ad37d18fc892967ddc2c2b3892c9d5bafd6c9d81e6b8
7-26 18:30:00_2025乒超联赛第二阶段_乒超第二日女团：安徽vs华南理工大学 王艺迪出战,http://one.loiey.top:55488/txsport/100002:20255533/343186/1388713500.m3u8?txtoken=1ea740bdc202d6371f5f9157635b6aaf13ee0404d6056986e22ac00fdfb508b9c2510bd72b75c1ff528b45e5a6b590e6b4527be60f86a0a72f5ca990bdd2234c49feb33ef707803d06a2aea447112c435ffec93e0201af2632e5336ac8dd676232d5437e49850d745af0ee11d194507e899de2f0569e13496f042bcd4a
7-26 18:30:00_2025乒超联赛第二阶段_乒超第二日女团：山东vs黄石 王曼昱陈幸同出战,http://one.loiey.top:55488/txsport/100002:20255529/343181/1773398000.m3u8?txtoken=68caa578b887983dc9787723448349df8b2936ebb2b9c74bffbfc338b196de2069f5153cc92ce9ce138b1c30dc2f9bc6dcce1dbcca95752ba497e15e1083dba61a297c61eb296f4de8966d4105e2c5385ba7b5537e88f9310f058f8e11990ab8569c2c70c8756ed5a6a42d7a4ebe44b940e5fc976a740f8dee50beb8bd
7-26 18:30:00_2025乒超联赛第二阶段_乒超第二日男团：四川vs上海 樊振东许昕出战,http://one.loiey.top:55488/txsport/100002:20255530/343183/1388712100.m3u8?txtoken=c9d848173ec4f893a3f7821f35a14136c7657c6d3787e245333087c644d9d7b56e74091c113381f99eed64812942138bb0469238f639d7e54f652521ccbd9b00a80b459e5e9ada6ed4a7363a12b9647055cb875834a72b8e34710413171c682b9a68b3dc61bf582eb6269d406cf74ac1b984577928dcec2c15c4416911
7-26 18:30:00_2025乒超联赛第二阶段_乒超第二日男团：山东vs先锋乒羽 王楚钦出战,http://one.loiey.top:55488/txsport/100002:20255531/343184/1388713300.m3u8?txtoken=bba405fb93e40debe85b3ea3e752e69f06bcc1cac450799cd16227b9739c0e7fc592d264bab740bbbfb36ff711a1b99b1c1a3802d0dcab9b36b5f307c881680ff9e98e503af5c2b8652db62ef2ba64579d3afc0dcf7d006c5d9aaa521c91dac38759197bb6bd26b822001d5c636f3c46fe934f93863db3cde8d09e596b
7-26 18:30:00_2025乒超联赛第二阶段_乒超第二日男团：山东vs安徽,http://one.loiey.top:55488/txsport/100002:20255532/343185/1388713400.m3u8?txtoken=ee5b9e0a899f433bbbfa8ca45f013a7d9d712b6a5ffa23987e9669f527dd9c654d73f7b0f13b73248bf7eba00bee6fbd0b5db4ee96e8e27eb90253a2f5141f69756a6ad8ffbf8b2ff0550225497e2c1e18db16e3afe16caea34f6c8685d8662af8c5e72cb3d34161140014b7f89f63ab80cb4276979ccce6e962e03f92
7-26 18:30_中超联赛_上海海港 vs 青岛西海岸_娄一晨 李彦 姚安妮,http://one.loiey.top:55488/migu/956561658.m3u8?migutoken=0408df76f904e774b75f25cd99c07be66145939fd1929428bd7ddf9ae62c990c4f68b91e0704224a3c850f30f1394f7446f38a028242001930a5d3c3c1991e750e440229387579d615b26c4e
7-26 18:30_超三联赛 南昌赛区第1站 小组赛第三轮_超三联赛 南昌赛区第1站 小组赛第三轮_李嘉伟,http://one.loiey.top:55488/migu/956571493.m3u8?migutoken=390f7aab6b16f22bb9175b74e84f5d36a4712b9d933b345266d37e4affc069aa5a7d60305e62154805bf6afb4ed50bff96d1e434a9261738b02afa3e15f0be8852a21543cbd49bc983b6b8f1
7-26 18:45_中超联赛_上海海港 vs 青岛西海岸_赛场原声,http://one.loiey.top:55488/migu/956561670.m3u8?migutoken=2742d876641bbf3d6c3b86b6caaebd8481cd7aa679481dfaa95f65b4f30c19422ccf4ecb9461b0ed87530551d5ed56655a27a3392d8889910ad1840236b13039dc6a9077ed5558c6539d0f13
7-26 18:50_中甲联赛_陕西联合 vs 佛山南狮_解说,http://one.loiey.top:55488/migu/956581676.m3u8?migutoken=6e0e4c17ef4da164b874fc09700bad46acc75b40152053e3734e27d74575478303a4dbc4f28e523745789193b13ca584aa9588f7865b289167d239f6b35529d8609156eca2bd9a811fab4d06
7-26 18:55_巴哈提汗VS王奇 泽旺哥哥罗周江措出战_巴哈提汗VS王奇 泽旺哥哥罗周江措出战_官方解说,http://one.loiey.top:55488/migu/956546978.m3u8?migutoken=9223f3544ad65b33f24c71b282c7e0ea436b4057907efc9956a56d4ac4cfa0fbc8f85e3eda2c7636d6003174fc02c2787fe09f8618143d46bd8f15c1b3ca8e62b5c6af3706359d57fa03dee1
7-26 19:20:00_赛车_FE电动方程式世界锦标赛伦敦站第一回合排位赛,http://one.loiey.top:55488/txsport/100002:20255194/341726/1772395700.m3u8?txtoken=e709670c1473544f24c2ce3e3267f3d39e14ce0e367d69a14997b0bce86436a99f8dce3027a061e496215b2ddc23f5de1c25d8aa87526d03008ee5af4c6b4ca17f5641c1e8d61ec971998467edff7b32e7fbc3aad310501d068e7c812149e2bb0ddf3ea2e41aec086e038693f04b6de372e9eecbbe02253954e278bc70
7-26 19:20_中甲联赛_石家庄功夫 vs 上海嘉定汇龙_解说,http://one.loiey.top:55488/migu/956581699.m3u8?migutoken=91e72faf506719ca3babd7c1f1f16a2d2665b23605456315fa77bef541a1fda7f8bab19f838a9ce36359eb9bd7531da765633aabc0d1d6af13cefa56126f3d64a5313a5acbda40d24191ce8c
7-26 19:20_中甲联赛_重庆铜梁龙 vs 深圳青年人_解说,http://one.loiey.top:55488/migu/956581779.m3u8?migutoken=b1e012780eb3378987e5344bf60c342bd11fc4784012dadd22b0926f9f236985ccaa8b4d4e074165a65b33095197667222581f41f583526508bbd117e4e72f379adaa579f534680328ad7f9b
7-26 19:20_中超联赛_成都蓉城 vs 北京国安_4K赛场原声,http://one.loiey.top:55488/migu/956561822.m3u8?migutoken=cbae196cc652f59743cea55d14b51a14070841d1882728305f009c7cd541a5b7ee1c9b2d695901b21255f75d9e307e06cecd4ef73bd03a4a970e1c22e7286c55a27920ff7488697d6ddb9159
7-26 19:20_中超联赛_成都蓉城 vs 北京国安_石庆圣,http://one.loiey.top:55488/migu/956561961.m3u8?migutoken=399d1b3ca74b81421627efac85ac6c21bbf3ab9b4838067039d4d333710659240c3b71c5989846b073d3e326350cf58bc61a15d8fd917a26e5445baf93809970eb960b0120da2fd651212867
7-26 19:30:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 天津荣钢 VS 北京首钢,http://one.loiey.top:55488/txsport/100002:20255468/342948/1772687100.m3u8?txtoken=2d29657d598e0e6e5db8df677deb7c1ae35d1cdafe56884a23e57fb7763006e4b9ddfb5e244b1275ea5b7700e22f1b67d8912c080e1feb6e3f34a5d681f182a3e9b06acc20e7308e0147b96a1a3b43e8c80759230ac10e52d81c94e6b10cddbc9bdd28b90e1bd780df96c80ab5108549fdc15faa4e975d141eca815052
7-26 19:30:00_女篮非洲杯C组小组赛_几内亚 vs 塞内加尔,http://one.loiey.top:55488/txsport/160009:127706/341775/1387724100.m3u8?txtoken=43d6bede1ce1274b05d07e10f71daedb1963f635cd2a47a5e620586bb361a715e63efda5722cfd4a57d7317d3827e7d5b075bc2e6477fb338a7efb354b8e76369d6b5b30a319ac012e132c20a5d37d34e637164478f21f42e5140c9806446a290c4d881e035ecaf697b729d32e7685e2297212be8546b0a61162ae8cc2
7-26 19:45_中超联赛_云南玉昆 vs 深圳新鹏城_张天翼 于海,http://one.loiey.top:55488/migu/956561620.m3u8?migutoken=2d775fddd30f9f565814db9053848bb205a1a7e5d3080edda0eb4b0751c9a60b7440cab3f2ac291445a36b983f8c64aa02dc2ae7a1bcaa5510c1fbfde9890d2391576e4948c07e57ba5f2bd6
7-26 19:45_中超联赛_云南玉昆 vs 深圳新鹏城_赛场原声,http://one.loiey.top:55488/migu/956561584.m3u8?migutoken=d041a94c45ddb019bec78d0d583ed8ef033a44537322a387c5e28b4b3e87f4f52a2ad29ab4b3c437d9c7eacb3b23a3c6534ff75d9f898c88ebe4e8e13eb2883b6ee8aa8cf22ca9c4ee7cad64
7-26 19:50_福建闽港澳台“同心杯”篮球邀请赛_福建浔兴俱乐部vs台湾桃园台啤永丰云豹_解说,http://one.loiey.top:55488/migu/956620476.m3u8?migutoken=07e944604bcc8a679816e5a84c6c580cd2d97913c09e47907b7e2e1543196daa2a09141845ce4bef82f8ec4dc48ff7a0e26be5439c945919d4d72bc22d74d7991e8008744d308089ce665c3d
7-26 20:00:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 苏科雄狮 VS 黑龙江男青,http://one.loiey.top:55488/txsport/100002:20255454/342925/1772686200.m3u8?txtoken=32e8721127da2b5ea0e44ea0d3075f56db2efc355c0e07c6210296d9e749c3ff251c019f6a901701c3f6249600abffd34f117997b47852bc45113cca6ce8eb09de87668a4febbc14bdf3f204410ce4e13f96b66411ca0b6acea8aecc32c59af2d9c210fb978b2651f93cd82515189ea4dee98579dbb2d450d13f55ec4b
7-26 20:00_布兹科娃2-1诺斯科娃逆转夺冠_布兹科娃2-1诺斯科娃逆转夺冠_英文原声,http://one.loiey.top:55488/migu/956345237.m3u8?migutoken=6a660fb90939be6c90ca9649c11300fac6da4d40ea04328f652bdd9f206db6b33ab3f266cd90bf771ed55566777d22340e4890a5da30e3d165c601a55fd3a289b786dd4fd078b0a23a8f60bf
7-26 20:05:00_WTA250布拉格站决赛_布兹科娃 vs 诺斯科娃,http://one.loiey.top:55488/txsport/100308:22729/343016/1388029500.m3u8?txtoken=e368cb97fddf5755159aefe15fe54bff997cef586a9a214e6d2f5acc2499c0e02fd878653bf04b4c7ab817c8f997633511c42fbbc9d5bf9065324fbca306a241eb1adf6f48aaddb340fbf2847330e605623e22f306454d15264c9e586d776f6c9bacc8bdf8f0d413474cd1b1c6c8c90e2519cb3538cc051e4388f8cb92
7-26 20:05:00_WTA250布拉格站决赛_布兹科娃 vs 诺斯科娃_赛场原声,http://one.loiey.top:55488/txsport/100308:22729/343016/1772697200.m3u8?txtoken=50dbd99e481783b3da914a7bef4b1d5e5ec2dfbbe9979f0fefaa428eac45e81027800d0f9a571c8c5f6a2a928719a9a1098c6ef84d52d833c26a6aa3bd3b40156f7a90d41a02f2f1beee468c61e17c6d32e9df5383a937d099f0e9314a7fde4b0833714ce0b50ac5dd9571ef5fcbd1d387278664989134e1af7f9d9fb7
7-26 21:00_JDG vs WE_JDG vs WE_官方解说,http://one.loiey.top:55488/migu/956383384.m3u8?migutoken=5f8ddcb1b5b441f3cb21223e063af59e1f8e2c6069ad5c5b961cf488814b79aba4bda6b1a34c183e66154f61dabec671deb8f46b39321d3cc081fb9dbccf32a737aea5c12e10a7ff65a47035
7-26 21:00_美和/沙月女双冲决赛 雨果情侣组合争冠_美和/沙月女双冲决赛 雨果情侣组合争冠_1号桌,http://one.loiey.top:55488/migu/956348066.m3u8?migutoken=c18a0b728fbd21b4690bf96300e789d5004595685fd877b780189b23a04c6a995dce78e64dc6b038e2546aa2d06c72917a21cfceb77ea1cbe2b82f0154b81332fc00da5d4ee0165f5c7369a6
7-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_刘耀,http://one.loiey.top:55488/txsport/100360:2100186/341722/1772394400.m3u8?txtoken=825b674bbcc9177ddcbc321a85a37f76bae340d34691f6cdce35a0881195269ec9f2e2568650335cca2de5c041485bf0ec7f13a3d7e8f2a1be995e750984e02e2b5100762b9ef138dc4b7190ebedabb6644d68a13b349dda441e76bcf39c90c685e0513fbe849a08810a785819f7bf9a9fc851b396a33570898a59bf32
7-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_圈速信息,http://one.loiey.top:55488/txsport/100360:2100186/341722/1387709800.m3u8?txtoken=932132d593b83a44f05730380590302bf04ff904c510514378198317aa1d96d814a85f8beb69c3fb37c5437a2ccdfd989350e86effa4a032bcbb4a5a2d909a1938d30a6f12966ebb4bd87607577c78f2f2aa771bfebdf1584ae31696042499902e21fc61182cd40de49117bef3d8e25e96879cfc998a24c8d87d6a7c78
7-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_维修区,http://one.loiey.top:55488/txsport/100360:2100186/341722/1772394600.m3u8?txtoken=5720c35b99a36397c0f3e76e57f9261bc6d803e8c62ad06852100ee9e49e2b718d68e8ba9265802c37a93a4f3949c33c37a049632b89f3ba1b0993abb51bbe5e460555493f54616626f3ac251648047fab93400a2df659a050dc43c895fd0812ecd6373c65ecb4a80ef67e920547271e05e7e1f8d7577732ef69a20c54
7-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_车手位置,http://one.loiey.top:55488/txsport/100360:2100186/341722/1772394500.m3u8?txtoken=9c8bc8419482fd02e01a5f96747270d030df17a22487575074d7287f600cc44a8b90f98b439f99378b67daca3c29e20da5d189e4388c082aa8fb8bdbeada9cb1f3356e478c0b2b48afc50fa7529d576362b2a1c38f6b2a6e4598940ed096a9f31ab26801782f276da658f3c755dbca71011c4bd662397273a1535294e8
7-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_车载镜头,http://one.loiey.top:55488/txsport/100360:2100186/341722/1387709700.m3u8?txtoken=7aa87d8d02aeb9947f243d9adabea54ce18ba46643e32bd9b2a0eb0d8a4bf588af6edde41e3e7ae0770c41ca654623271c0905e87659e6aba4b039aeb81228577785ff688123a96a635469f16465068b1630d5a4af3efbf7666ca878837933b9edb47bfd95ffc514e8ce6152cd19a30376d20e984657e8d7356dd4b7d4
7-26 22:30:00_女篮非洲杯D组小组赛_卢旺达 vs 尼日利亚,http://one.loiey.top:55488/txsport/160009:127709/341776/1387724200.m3u8?txtoken=02d79b1d2e66721aae050468bb52823aadf48871a7cd8d7a2877bd6ab3ff9dd34144582acbd67c278cb8269b4063be157fc5299c3305fa22d957e67de0685a7d3d2b95d313c3b90ea6e89a93af9bc5f69980f2c057017bc408d53dda572a5e1ae1744a210da0132d8cb53372c9c863169eafe8d3e67fcecd83d36558f2
7-26 23:55_UFC阿布扎比站：惠特克VS里德尔_UFC阿布扎比站：惠特克VS里德尔_英文原声,http://one.loiey.top:55488/migu/956563242.m3u8?migutoken=3c9e4eb980b79c88eda8d7ea81162d28bb3bde6dc69f1dc7d4a0df4fb7e135b7632378cf2212715890b565fbf61e07d64d00cfe9fd5fa5b5498354f21b403e8440ceaa6c0afc9ae3de8ab30d
7-27 00:00:00_赛车_FE电动方程式世界锦标赛伦敦站第一回合正赛,http://one.loiey.top:55488/txsport/100002:20255195/341727/1387710100.m3u8?txtoken=ab4888c41dcd9c6d6cb23dff5fde3e100dc65a8ded72d9dddd77fcbb63f3affe15ecb74d3e7e94f02d5c4048781c5ff3bbaea33c6c3d8259c76c30b5910c1bb4339e2f3a57eaa20329a97ea485c048cdb329e35da8909febfadfbf4c0cde1ef5819f4f7cf0a75f60ebf556d0a1728fbc2609c5dd4dd928143c252276c0
7-27 02:30:00_WTA500华盛顿站半决赛_莱巴金娜 vs 费尔南德斯_英文解说,http://one.loiey.top:55488/txsport/100308:22823/343010/1388709800.m3u8?txtoken=1c07b2e477104a58e6cc217c17ee875df5bd65bd390decd9362341dd48c421f80b0d26e314f334811e2aa545b00c59a28ce1a8555c7140c7976486c252d8e291009dbc61f6aa355011b739207d11cbbf9294e508278f77e32b269c81f72ee09cbabdcef260c0c15bebf2e2d665b3b00b22e6bf2393dce667383643c5d5
7-27 02:30:00_WTA500华盛顿站半决赛_莱巴金娜 vs 费尔南德斯_赛场原声,http://one.loiey.top:55488/txsport/100308:22823/343010/1772697500.m3u8?txtoken=43004b4b2b86a8d4155945caef53d2d54703f4153d170093a4290a951954e9b03540efb8f8ce1b8281d13b6cd711727a7839f8c021b0867b85b56ded9b26541dc1b7cc427ec746fdcec19be11e2c89b5c43d048a5c7bea93a01691e55ae38e61a1769bc646f46695f57e0b66c65212eb2e29368585da9229d7ad17de05
7-27 02:30:00_WTA500华盛顿站半决赛_莱巴金娜 vs 费尔南德斯_邱超,http://one.loiey.top:55488/txsport/100308:22823/343010/1772697400.m3u8?txtoken=141cc17e428b697e3232f4114e096554206ef39135b08bbadec968304cf95a7e92b3fd817ea6bc05eeaff090465d98ab3f1077044e28d49c548ad6d96ee241e91c25cfd942bde3a81fd98fcf58f34fde8d6799e28cd0be2f0b18b49463ddc92856a43c7bdfacabcd850537235e64448174161f80287ad5d6643bbe8bc9
7-27 02:30:00_女篮非洲杯A组小组赛_埃及 vs 科特迪瓦,http://one.loiey.top:55488/txsport/160009:127700/341777/1387724500.m3u8?txtoken=3718a79658bb61bccfac4bfee2e87c5550fb9fa0d37b42fd87022edb405155e19431808d488d906e09d984d39de13cb872f618e35e0b5a9d12dfc68a762bc8c3821f13ca9e264d94392a45cd7e3a411dc43b01c76346be59745d2b97e3d399f19c59e2d2c99387be9b6473b24113798966e3dd7b1ed62783e5acf97bf8
7-27 02:30_莱巴金娜、拉杜卡努冲决赛_莱巴金娜、拉杜卡努冲决赛_英文原声,http://one.loiey.top:55488/migu/956346127.m3u8?migutoken=7198ee58f8a3495946cfec17295ea747ea4694f54ec6d5f179c2aa326d8125164768ea193ab95a3a324059790f422a48e98d4a4f440a908c1a8cb0f31af38236689efbd9c40063020e18ce48
7-27 04:30:00_WTA500华盛顿站半决赛_拉杜卡努 vs 卡林斯卡娅_英文解说,http://one.loiey.top:55488/txsport/100308:22822/343011/1773396000.m3u8?txtoken=b63c3862b033e65515ee1c00f5bd3772f9facdc8c1f5f234982db659f1a590620ac72f21358203b8ea3ad3ba9d9a8e99ed3bedd7045a2d80265279293b5b87ad9ec87e8380721b502c5aa1640338a8f316d8aa5fef63bcb7e0182187526fd22d0504c9f350ef3b5e53801f8610212197db10d939bb1f3e2bc7cd2660f0
